feature,importance_rf
Black_king_col_g,0.04150503536043023
White_rook_col_e,0.03984969246906825
White_king_row_3,0.03970691519848215
White_rook_col_f,0.038880137198586094
White_rook_row_5,0.03586120032862438
Black_king_col_f,0.035062281194582864
Black_king_row_2,0.03478380313030839
White_king_row_2,0.03437485611324174
Black_king_row_3,0.03355834165219584
White_rook_row_4,0.033332891753690815
White_rook_col_g,0.03328784259323221
White_rook_row_6,0.03313101835773683
Black_king_col_h,0.03232190581197818
Black_king_row_4,0.030161636814065595
White_rook_col_d,0.029151077788537327
White_king_col_c,0.028362452042775464
Black_king_row_5,0.028042751050873907
Black_king_col_b,0.027980437545528574
Black_king_row_7,0.027902413103656914
White_king_col_d,0.02789177270002913
Black_king_row_6,0.02783329759073678
White_rook_row_3,0.027698234660154388
White_rook_row_7,0.027545279625457185
White_king_row_4,0.027508896198987963
Black_king_row_8,0.025652087461490152
Black_king_col_e,0.025060208961105394
White_rook_col_c,0.024405824850922395
White_rook_col_h,0.023839204005480202
Black_king_col_c,0.023264799039065358
Black_king_col_d,0.023007830559139086
White_rook_row_2,0.020882784497023094
White_king_col_b,0.020347474967020593
White_rook_col_b,0.01998460015950743
White_rook_row_8,0.01782101521628513
