feature,importance_rf
X314_1,0.22524242719468043
X127_1,0.14661600185526336
X261_1,0.12385704904378286
X29_1,0.041275892052921904
X315_1,0.03279956842790122
X279_1,0.03273660914428098
X119_1,0.027145140863717845
X263_1,0.021292961076206932
X118_1,0.02014423653924478
X232_1,0.01942208923839295
X54_1,0.018608317358952242
X115_1,0.014837551239448384
X136_1,0.013024046065742974
X0_az,0.009861446679201453
X313_1,0.008565217052228008
X311_1,0.006984245070709559
X47_1,0.004452299695016488
X6_g,0.004336052689598319
X189_1,0.004282837792499367
X3_c,0.004061791313625714
X5_ag,0.003864202362528244
X76_1,0.003771771568901151
X275_1,0.0036005892699999945
X267_1,0.003396348466465773
X316_1,0.003190884460560174
X6_j,0.003064780741544157
X5_n,0.0028614225214560578
X328_1,0.0028566891947192858
X221_1,0.002258550771617333
X64_1,0.0022496830600559417
X31_1,0.0021547438072165876
X234_1,0.002098163973167271
X51_1,0.0020620205202105933
X46_1,0.0020421586931654682
X351_1,0.0019068668952751811
X158_1,0.0018179077362538497
X1_r,0.0018162296171428973
X5_w,0.0018110898074687773
X0_ay,0.0018076793178743089
X6_d,0.0018051654603072661
X220_1,0.0017973742653127763
X163_1,0.0017939110052448948
X35_1,0.0017720411152550796
X27_1,0.001757021518902433
X5_m,0.0017250452099796519
X142_1,0.0016572496845182487
X81_1,0.0016286817484886809
X8_t,0.0015976761011974696
X265_1,0.001595691871973819
X218_1,0.0015782789985010536
X350_1,0.0015605255876359404
X6_l,0.0015457806539876376
X321_1,0.00154254237471529
X0_af,0.0015351339556093071
X100_1,0.001514630563457624
X354_1,0.0014915960379812735
X58_1,0.0014584399466872433
X355_1,0.0014377311181540417
X179_1,0.0014285458845571311
X151_1,0.0014237280719699588
X324_1,0.0013717418473714795
X273_1,0.0013643393915090108
X5_p,0.0013430464543836226
X327_1,0.0013252662590037042
X5_af,0.0013170579275185626
X137_1,0.001306920090086425
X156_1,0.0012801479838393203
X116_1,0.001263286184308686
X37_1,0.0012287804121935296
X19_1,0.001218981771157607
X5_ac,0.0012179742007586384
X70_1,0.0012144327652328965
X329_1,0.0011941057516660536
X6_i,0.0011811553112541927
X1_v,0.0011810656294525125
X287_1,0.001179263047205877
X224_1,0.0011751633655225457
X363_1,0.0011469516702034871
X0_z,0.0011468970708570152
X8_j,0.0011376929283864329
X132_1,0.0011342291703529208
X375_1,0.0011326292783536026
X171_1,0.0011206566636763442
X264_1,0.0011141526737403246
X157_1,0.0011049896664371594
X322_1,0.0011017995785348065
X334_1,0.0010447317735883855
X80_1,0.0010272962040175722
X5_c,0.001025152556051417
X1_aa,0.0010246681372657513
X128_1,0.0010233427234494089
X5_q,0.0010039767780714518
X117_1,0.0009922534916189081
X223_1,0.0009816560871895212
X168_1,0.000980932770280942
X154_1,0.0009736406711702053
X6_h,0.0009684047505371332
X238_1,0.0009666860722867728
X180_1,0.0009663148635776677
X50_1,0.0009661657528204417
X3_f,0.0009586335322777556
X191_1,0.0009545527652217797
X120_1,0.0009511016879382054
X8_f,0.0009253711168641523
X246_1,0.0009205710818132359
