feature,importance_rf
f395,0.03726079351776091
f462,0.025222010217811137
f461,0.02130934005255859
f419,0.019591550232482456
f412,0.018297507879728492
f418,0.017923404292374632
f397,0.014919366519829131
f139,0.014679853229883551
f584,0.013954621435699064
f413,0.013099313838579952
f411,0.012682308521418441
f169,0.01263634921136423
f213,0.011547131580077976
f481,0.011333197544851861
f433,0.011252029183099543
f172,0.011081508152145836
f142,0.010753477205838356
f557,0.01045193477346731
f390,0.010362137134039804
f417,0.010360830072067086
f398,0.010330523699991495
f460,0.010170462253225604
f138,0.010065611167238211
f389,0.009933232215397126
f480,0.009648117433934202
f9,0.009434893239135472
f581,0.009151882790298084
f414,0.008936857263111855
f204,0.008825098565981735
f396,0.008612561804223201
f265,0.008453808643210665
f394,0.008296969526903146
f515,0.007978935660978567
f297,0.007238308399323966
f298,0.007002812793900731
f525,0.00683130830439638
f166,0.006738958042385748
f205,0.0063261280796799105
f416,0.006085636490761432
f106,0.005982810078874297
f577,0.005952668108274938
f475,0.00587514644943951
f173,0.005833973615242453
f459,0.005772494774566633
f364,0.005710497309412461
f548,0.005602741227782628
f180,0.005501074339911811
f331,0.005436315935339648
f233,0.005360644926013458
f489,0.005184134580471706
f140,0.005117234484719702
f134,0.005087694273349342
f143,0.004968674065652365
f16,0.0048915637634058965
f362,0.004742285585133043
f427,0.004723519133000742
f167,0.004705424538263729
f15,0.004653714263329575
f332,0.0046524015683602924
f458,0.0046079617355275874
f494,0.0044846724835868775
f519,0.0044125056264169415
f174,0.004405698159099619
f493,0.004252812037877713
f14,0.0042297125819723575
f516,0.004143195937187994
f100,0.004055574398549568
f135,0.003987341911541058
f556,0.0039445305633456626
f513,0.0039074032906013835
f326,0.0038647546923951176
f137,0.003794921106669698
f10,0.0037386619974548087
f514,0.003671254546628008
f175,0.003665547715475727
f329,0.0035978243494835214
f168,0.003583222237583267
f436,0.0035499628089289467
f330,0.003545283233859742
f234,0.0034702444779564807
f170,0.0034649679832753234
f259,0.003386480787215932
f214,0.0033839663362558907
